aX,aY,aZ,gX,gY,gZ
0.227,0.010,-1.758,-25.696,-13.306,10.071
0.221,-0.087,-1.458,6.165,-53.284,14.648
0.063,0.174,-0.858,5.066,-37.903,7.812
0.090,0.209,-0.890,-2.869,18.982,-1.160
0.148,0.113,-0.968,-1.526,16.968,-1.465
0.124,0.094,-0.983,-2.380,-8.606,5.737
0.054,0.098,-0.994,-1.465,-11.108,8.850
0.035,0.094,-0.997,0.061,-5.920,5.981
0.053,0.073,-1.004,-0.366,-5.127,1.343
0.076,0.063,-1.012,0.427,-7.996,-5.859
0.111,0.049,-1.022,2.380,-8.362,-6.042
0.120,0.058,-1.023,7.263,-8.423,-4.761
0.150,0.066,-1.004,8.911,-8.789,-4.211
0.158,0.070,-0.993,8.972,-8.118,-3.052
0.157,0.083,-0.982,8.667,-7.019,-2.258
0.145,0.090,-0.973,8.789,-2.930,-2.014
0.120,0.095,-0.967,8.179,1.892,-2.441
0.119,0.098,-0.978,7.446,7.629,-3.052
0.123,0.092,-0.999,7.751,4.761,-3.479
0.123,0.089,-1.000,9.094,-4.028,-4.089
0.124,0.092,-0.989,10.010,-5.920,-4.333
0.135,0.093,-0.985,10.437,-6.653,-4.944
0.146,0.097,-0.985,10.620,-4.395,-5.188
0.159,0.108,-0.978,10.315,-1.038,-4.883
0.156,0.119,-0.975,6.958,1.465,-4.089
0.156,0.125,-0.974,5.859,0.671,-3.906
0.156,0.129,-0.968,6.470,-0.061,-3.357
0.166,0.121,-0.946,6.653,0.366,-2.502
0.167,0.120,-0.942,4.578,2.258,0.305
0.143,0.128,-0.948,3.174,3.540,0.854
0.136,0.130,-0.953,0.488,6.775,-0.488
0.141,0.124,-0.965,-0.427,7.874,-0.610
0.138,0.122,-0.971,-0.977,5.920,-0.549
0.119,0.109,-0.980,-1.221,5.310,-1.160
0.115,0.099,-0.988,-1.526,9.766,-2.502
0.122,0.093,-1.026,-0.732,13.550,-2.930
0.131,0.093,-1.040,1.953,18.127,-2.563
0.147,0.093,-1.044,2.563,16.052,-1.953
0.145,0.102,-1.038,3.296,2.319,0.122
0.124,0.124,-1.007,4.517,-4.944,1.648
0.107,0.134,-0.987,6.775,-9.888,2.258
0.087,0.136,-0.953,6.714,-7.385,1.221
0.093,0.135,-0.943,4.333,0.671,-1.526
0.115,0.137,-0.957,2.075,5.188,-2.197
0.117,0.140,-0.970,-0.671,7.935,-2.075
0.126,0.118,-0.981,-0.732,5.005,-1.526
0.132,0.105,-0.985,-2.197,1.648,1.221
0.117,0.115,-1.011,-2.625,2.563,2.197
0.108,0.116,-1.017,0.000,4.761,0.305
0.107,0.100,-1.005,0.732,6.287,-0.610
0.106,0.102,-1.011,-0.366,7.935,-0.244
0.106,0.116,-1.026,0.366,7.324,-0.610
0.115,0.113,-1.008,2.930,3.235,-0.549
0.121,0.123,-0.963,1.953,0.061,1.038
0.106,0.142,-0.957,-0.610,-5.310,3.601
0.074,0.143,-0.947,-0.671,-4.211,2.991
0.073,0.132,-0.940,-0.977,-0.854,1.587
0.096,0.125,-0.957,-3.357,4.028,0.000
0.103,0.121,-0.968,-3.235,3.601,-0.427
0.107,0.111,-0.969,-2.319,0.122,-0.488
0.102,0.103,-0.966,-2.747,-0.854,0.305
0.097,0.105,-0.974,-3.906,-0.916,0.916
0.094,0.109,-0.999,-3.479,0.427,0.122
0.101,0.104,-1.003,-1.953,3.418,-0.977
0.113,0.098,-1.009,-1.770,3.052,-0.549
0.112,0.100,-1.013,-2.197,2.197,0.732
0.101,0.109,-1.019,-2.563,2.075,1.099
0.097,0.115,-1.024,-1.526,0.122,0.671
0.093,0.124,-1.017,-0.488,-0.916,0.122
0.094,0.124,-1.007,0.305,-0.610,-0.610
0.102,0.124,-0.995,0.122,0.366,-0.671
0.105,0.126,-0.994,0.061,1.160,-0.732
0.106,0.125,-0.989,0.488,0.671,-0.732
0.106,0.119,-0.980,0.732,-0.732,-0.244
0.105,0.115,-0.975,-0.061,-1.038,0.427

0.075,-0.251,-2.218,98.083,47.607,-5.920
-0.012,-0.218,-2.230,154.175,38.757,-12.085
-0.193,-0.211,-2.154,217.773,17.334,-32.776
-0.308,-0.269,-2.037,251.404,18.250,-49.866
-0.334,-0.283,-1.958,325.378,31.677,-86.975
-0.317,-0.311,-1.751,364.197,28.381,-104.858
-0.291,-0.319,-1.607,442.993,2.380,-133.545
-0.243,-0.268,-1.205,481.140,-8.728,-142.273
-0.132,-0.236,-0.781,535.767,-32.532,-153.870
-0.008,-0.240,-0.659,548.523,-45.532,-156.921
0.289,-0.264,-0.473,570.374,-41.199,-152.832
0.410,-0.279,-0.352,604.797,-9.827,-133.362
0.570,-0.297,-0.022,609.619,-6.287,-123.901
0.609,-0.310,0.148,599.487,-20.081,-115.662
0.631,-0.333,0.483,547.791,-87.952,-98.450
0.599,-0.320,0.648,517.639,-117.554,-91.309
0.494,-0.293,0.979,463.989,-128.662,-82.825
0.425,-0.279,1.125,439.697,-111.084,-74.951
0.272,-0.294,1.262,383.057,-71.289,-59.143
0.168,-0.334,1.340,358.093,-58.838,-55.420
0.076,-0.387,1.509,317.688,-41.321,-49.622
-0.114,-0.483,2.091,274.902,-35.034,-46.997
-0.173,-0.529,2.271,129.517,-29.236,-43.701
-0.047,-0.540,2.167,54.077,-30.090,-39.490
0.058,-0.433,1.904,-41.016,-14.954,-22.949
0.134,-0.126,1.451,-62.744,0.122,-19.226
0.187,-0.017,1.325,-115.295,-0.061,-28.381
0.352,0.083,1.133,-146.912,-10.193,-32.166
0.413,0.103,1.056,-192.749,-17.639,-25.269
0.471,0.133,0.928,-203.430,-12.085,-14.282
0.478,0.149,0.880,-212.524,7.568,18.921
0.459,0.211,0.840,-219.055,16.602,35.461
0.437,0.241,0.839,-255.432,18.921,54.565
0.358,0.292,0.770,-281.921,14.038,57.556
0.332,0.303,0.698,-321.472,15.869,60.364
0.341,0.299,0.512,-334.534,19.714,63.110
0.342,0.301,0.414,-347.168,28.198,76.721
0.291,0.316,0.339,-350.891,30.579,83.984
0.238,0.325,0.310,-381.042,8.789,84.045
0.154,0.332,0.222,-400.513,-8.728,76.782
0.143,0.322,0.164,-419.067,-18.311,68.481
0.103,0.251,-0.047,-453.918,12.939,62.622
0.074,0.204,-0.180,-466.797,46.936,67.871
-0.010,0.195,-0.526,-479.919,90.088,85.388
-0.043,0.248,-0.698,-471.069,93.201,86.365
-0.113,0.242,-0.928,-427.429,110.657,70.679
-0.160,0.217,-1.029,-407.104,133.484,61.523
-0.202,0.213,-1.141,-374.023,153.564,46.997
-0.214,0.202,-1.349,-354.309,132.507,39.246
-0.179,0.149,-1.408,-307.251,71.716,32.410
-0.099,0.046,-1.462,-285.217,45.349,37.476
-0.083,0.040,-1.483,-240.967,-18.066,46.082
-0.105,0.053,-1.492,-217.407,-49.988,43.579
-0.125,0.044,-1.482,-180.725,-65.063,24.475
-0.152,-0.031,-1.552,-169.800,-29.785,9.766
-0.111,-0.032,-1.577,-144.165,45.654,-7.874
0.014,-0.024,-1.616,-130.310,31.860,-8.118
0.082,-0.009,-1.581,-100.525,-64.697,5.859
0.116,0.049,-1.324,-80.933,-105.103,16.541
0.044,0.052,-1.169,-54.382,-98.816,20.569
-0.100,0.094,-1.118,-54.871,-48.096,6.104
-0.052,0.095,-1.177,-63.782,44.739,-18.250
0.105,0.077,-1.301,-62.683,46.326,-20.996
0.149,0.083,-1.294,-46.631,-16.663,-6.653
0.172,0.096,-1.149,-34.729,-49.255,4.822
0.132,0.098,-1.059,-21.606,-60.791,12.695
0.045,0.080,-1.054,-22.766,-27.649,7.202
0.070,0.064,-1.095,-26.062,43.274,-5.859
0.104,-0.012,-1.526,-20.935,42.297,-8.423
0.108,-0.051,-1.583,4.089,-16.052,-1.892
0.123,0.074,-1.026,9.399,-43.335,1.282
0.100,0.128,-0.884,5.066,-33.936,5.188
0.092,0.149,-0.904,3.418,-12.329,3.540
0.116,0.132,-0.933,-2.380,6.226,0.977
0.116,0.126,-0.993,-4.517,3.479,2.441
0.106,0.118,-1.004,-2.869,-5.371,3.296
0.095,0.086,-0.983,-0.916,-8.362,2.075
0.084,0.081,-0.973,0.122,-4.822,0.183
0.083,0.077,-0.990,-0.488,0.427,-1.282
0.099,0.066,-1.007,-0.793,5.371,-3.601
0.113,0.053,-1.025,-0.305,2.930,-3.113
0.108,0.054,-1.014,2.686,-3.601,-0.916
0.089,0.060,-0.981,3.540,-4.272,0.305
0.080,0.070,-0.980,2.625,-2.563,0.549
0.082,0.077,-0.979,2.380,-1.526,-0.244
0.092,0.069,-0.975,1.831,1.099,-0.854
0.097,0.072,-0.999,1.709,3.357,-0.488
0.099,0.077,-1.007,2.625,4.944,-0.366
0.104,0.083,-0.998,5.615,2.991,-0.671
0.093,0.088,-0.980,5.432,2.197,-0.427
0.080,0.098,-0.989,5.188,3.357,-1.099
0.077,0.085,-1.005,6.165,2.747,-2.136
0.092,0.075,-1.002,7.019,-1.038,-2.258
0.075,0.086,-1.025,6.470,-0.793,-1.709
0.063,0.093,-1.038,6.897,0.610,-3.174
0.092,0.087,-1.005,7.141,-1.831,-4.395
0.116,0.075,-0.972,4.089,-4.883,-2.991
0.103,0.090,-0.970,1.831,-1.221,-1.099
0.092,0.098,-0.989,-0.061,4.150,-1.099
0.106,0.074,-1.004,0.427,2.441,-1.709
0.102,0.072,-1.004,0.305,0.183,0.488
0.069,0.092,-1.012,0.610,1.038,0.854
0.073,0.092,-1.002,2.319,0.610,-1.160
0.111,0.071,-0.961,1.465,-0.793,-0.916
0.102,0.082,-0.975,-2.258,-0.549,1.770
0.074,0.103,-1.014,-1.831,-0.305,0.977
0.070,0.103,-1.010,0.183,-1.770,-2.441
0.095,0.088,-0.986,-0.732,-2.625,-3.967
0.116,0.076,-0.984,-2.380,-2.441,-2.869
0.111,0.089,-0.993,-1.648,-0.854,-1.038
0.105,0.089,-0.995,0.549,-1.221,0.061
0.083,0.080,-0.996,1.526,-1.648,0.427
0.073,0.081,-0.994,2.380,-1.343,0.183
0.075,0.087,-0.994,1.526,0.122,-0.122
0.086,0.094,-0.997,-0.061,3.052,0.122
0.097,0.098,-0.995,0.244,1.465,-0.366
0.099,0.093,-0.986,0.793,-2.747,-0.916
0.099,0.094,-0.978,1.282,-3.540,-0.793
0.098,0.092,-0.981,2.686,-0.671,-0.732

-0.093,-0.214,-2.502,160.950,64.819,-65.186
-0.036,-0.240,-2.712,223.145,100.769,-76.477
-0.058,-0.057,-2.845,263.855,86.609,-72.449
-0.119,0.023,-2.719,365.967,24.048,-76.355
-0.188,0.008,-2.177,455.261,1.404,-103.516
-0.087,-0.042,-1.570,484.497,5.249,-114.502
-0.003,-0.050,-1.318,501.221,6.592,-119.385
0.174,-0.061,-0.963,491.821,0.183,-114.563
0.235,-0.037,-0.826,469.421,0.305,-94.482
0.302,0.018,-0.580,460.754,6.592,-86.487
0.315,0.010,-0.473,443.542,-2.441,-83.191
0.308,-0.064,-0.277,438.843,-19.714,-82.642
0.290,-0.103,-0.146,438.599,-39.978,-71.106
0.283,-0.128,0.114,429.687,-38.757,-63.293
0.308,-0.117,0.211,393.677,-33.142,-50.415
0.391,-0.135,0.349,379.333,-37.354,-45.105
0.411,-0.158,0.421,371.277,-53.040,-32.043
0.345,-0.135,0.617,370.422,-51.636,-24.475
0.280,-0.091,0.745,357.605,-25.208,-14.771
0.164,-0.055,1.044,336.670,-18.250,-12.573
0.129,-0.066,1.173,268.860,-37.415,-13.489
0.055,-0.153,1.337,237.671,-51.636,-17.029
-0.019,-0.197,1.467,200.684,-63.782,-26.367
-0.173,-0.230,1.798,176.575,-68.726,-36.499
-0.190,-0.242,1.873,95.520,-77.759,-57.922
-0.122,-0.212,1.787,52.002,-70.984,-58.228
-0.058,-0.162,1.667,-19.897,-31.494,-39.612
0.075,0.000,1.364,-48.340,-6.897,-26.550
0.114,0.105,1.228,-93.506,27.344,-6.165
0.172,0.301,1.018,-111.633,32.959,-3.113
0.196,0.353,0.939,-142.273,20.569,-7.507
0.209,0.379,0.845,-154.358,5.188,-10.742
0.208,0.372,0.839,-167.969,-23.010,-15.564
0.219,0.348,0.907,-174.622,-32.104,-17.273
0.231,0.332,0.932,-201.965,-42.480,-17.334
0.254,0.324,0.900,-218.079,-41.260,-14.099
0.243,0.343,0.866,-244.934,-21.423,1.038
0.195,0.388,0.764,-258.240,-8.118,9.277
0.173,0.403,0.694,-273.193,2.258,15.869
0.153,0.416,0.619,-308.289,11.230,22.644
0.167,0.431,0.448,-329.834,11.963,21.423
0.192,0.432,0.327,-375.671,11.169,17.090
0.198,0.439,0.047,-386.230,12.817,20.386
0.175,0.457,-0.033,-374.573,23.193,41.260
0.081,0.485,-0.097,-371.399,23.071,50.903
0.031,0.482,-0.130,-392.700,6.958,50.903
-0.040,0.459,-0.314,-412.659,5.005,40.771
-0.068,0.445,-0.443,-438.293,41.138,13.123
-0.016,0.369,-0.691,-441.040,63.538,2.930
0.032,0.315,-0.826,-424.011,84.595,10.010
-0.011,0.282,-1.089,-398.743,95.642,26.123
-0.072,0.303,-1.187,-334.778,110.107,44.189
-0.082,0.270,-1.335,-307.617,92.896,37.537
-0.004,0.205,-1.375,-265.625,9.888,21.851
0.052,0.128,-1.421,-249.878,-29.114,24.597
0.004,0.135,-1.443,-218.384,-54.687,31.372
-0.096,0.140,-1.473,-200.989,-42.725,25.269
-0.068,0.125,-1.460,-168.091,-14.038,3.601
0.031,0.086,-1.490,-154.907,-3.967,-6.409
0.086,0.110,-1.447,-121.460,7.935,-8.179
0.159,0.173,-1.289,-105.530,-14.648,-2.075
0.166,0.186,-1.205,-89.172,-82.520,11.230
0.062,0.185,-1.058,-82.886,-88.257,14.038
0.019,0.173,-1.018,-80.383,-24.902,0.000
0.080,0.142,-1.087,-84.045,14.099,-9.094
0.128,0.119,-1.171,-82.520,36.316,-16.418
0.169,0.096,-1.295,-76.050,22.827,-14.771
0.189,0.078,-1.330,-50.354,-9.888,-4.333
0.193,0.020,-1.323,-36.560,-17.273,0.488
0.181,0.028,-1.283,-27.588,-9.399,2.380
0.187,0.038,-1.304,-24.780,-3.357,4.333
0.194,0.038,-1.336,-17.395,0.549,0.916
0.112,0.084,-1.390,-9.583,2.747,1.282
0.045,0.094,-1.352,0.244,-2.869,2.808
0.036,0.108,-1.204,6.592,-19.653,0.732
0.078,0.166,-0.974,3.723,-16.113,1.099
0.073,0.191,-0.956,1.465,-2.380,-1.343
0.091,0.161,-0.938,0.671,-1.160,-3.845
0.097,0.144,-0.940,-3.357,-2.258,-3.052
0.095,0.143,-0.965,-3.784,-1.160,-1.282
0.095,0.139,-0.975,-1.526,0.000,-1.343
0.123,0.114,-0.972,-0.732,-1.770,-2.991
0.139,0.098,-0.969,-1.709,-5.371,-4.089
0.129,0.084,-0.980,-1.831,-4.395,-2.747
0.117,0.079,-0.985,-1.038,0.793,-0.610
0.101,0.082,-1.009,-0.610,3.235,0.549
0.091,0.096,-1.014,1.648,3.174,1.587
0.090,0.109,-0.990,2.319,0.183,1.038
0.094,0.108,-0.974,2.014,-3.357,0.732
0.093,0.099,-0.958,0.977,-1.282,1.282
0.088,0.110,-0.971,-2.136,6.165,2.808
0.089,0.127,-1.000,-2.258,6.653,2.319
0.093,0.123,-1.001,-1.038,2.258,0.000
0.092,0.116,-0.993,-0.671,1.221,-0.305
0.092,0.111,-0.990,-0.183,0.793,-0.854
0.097,0.096,-0.992,-0.549,1.099,-0.793
0.093,0.100,-1.001,-0.671,1.953,-0.061
0.096,0.102,-1.012,0.244,1.648,-0.122
0.103,0.098,-1.013,1.831,0.671,-0.122
0.115,0.105,-1.001,2.502,0.610,-0.488
0.118,0.104,-0.986,2.258,-0.916,-0.488
0.109,0.109,-0.982,1.038,-1.221,0.305
0.100,0.113,-0.985,0.549,-0.854,0.244
0.101,0.099,-0.979,0.488,-0.671,-0.366
0.101,0.097,-0.988,-0.854,2.441,0.000
0.091,0.115,-1.013,-0.122,2.869,0.000
0.093,0.114,-1.008,1.526,0.854,-0.854
0.102,0.097,-0.978,2.441,-3.174,-1.587
0.098,0.104,-0.981,1.038,-2.258,-0.610
0.092,0.115,-0.992,0.793,-0.122,-0.488
0.108,0.123,-0.994,2.258,-1.160,-1.587
0.122,0.117,-0.978,4.333,-3.967,-2.686
0.121,0.099,-0.953,3.601,-2.502,-1.587
0.111,0.107,-0.961,0.610,3.845,0.854
0.104,0.113,-0.986,0.183,4.639,0.488
0.100,0.097,-1.000,-1.648,3.113,1.160
0.055,0.101,-1.058,-1.892,2.869,2.136
0.051,0.108,-1.056,1.648,-0.671,0.549
0.097,0.109,-0.984,2.441,-3.113,-0.305

-0.113,-0.130,-2.762,143.555,167.358,-73.547
-0.185,-0.100,-2.885,218.262,103.027,-76.965
-0.367,-0.062,-2.833,269.043,78.857,-82.703
-0.438,-0.055,-2.698,371.338,85.266,-107.300
-0.507,-0.019,-2.338,413.696,95.154,-121.399
-0.505,-0.020,-2.126,476.074,61.829,-147.766
-0.443,-0.097,-1.598,502.258,16.602,-160.645
-0.387,-0.172,-1.304,551.331,-72.083,-183.350
-0.177,-0.390,-0.702,573.669,-91.248,-187.927
-0.046,-0.480,-0.419,583.313,-77.393,-169.373
0.227,-0.558,-0.055,563.538,-56.274,-150.757
0.434,-0.471,0.036,514.648,3.296,-108.948
0.488,-0.438,0.062,505.249,32.654,-89.478
0.488,-0.395,0.098,499.878,63.293,-62.256
0.414,-0.333,0.196,496.521,60.974,-62.439
0.392,-0.345,0.331,476.379,15.198,-85.510
0.366,-0.414,0.753,445.862,-27.649,-96.558
0.336,-0.442,0.962,370.300,-100.281,-108.459
0.244,-0.550,1.408,339.600,-112.244,-110.291
0.180,-0.626,1.667,281.128,-104.675,-102.600
0.040,-0.727,2.173,241.089,-94.727,-94.971
0.004,-0.718,2.316,114.197,-87.830,-82.642
0.060,-0.559,2.153,39.551,-86.426,-75.134
0.140,-0.439,1.909,-66.833,-53.101,-43.396
0.252,-0.189,1.426,-96.741,-30.212,-20.447
0.260,-0.046,1.246,-139.221,4.822,21.423
0.234,0.232,0.985,-153.809,17.395,35.034
0.217,0.332,0.899,-176.880,24.963,45.288
0.201,0.430,0.770,-190.491,14.526,43.335
0.195,0.458,0.722,-212.158,-17.822,35.339
0.184,0.489,0.710,-218.872,-29.236,32.043
0.193,0.486,0.733,-244.812,-43.823,26.489
0.223,0.493,0.719,-266.541,-48.401,25.757
0.217,0.503,0.667,-305.786,-45.288,32.593
0.176,0.495,0.486,-314.209,-37.842,39.490
0.143,0.505,0.432,-311.707,-19.287,53.040
0.105,0.509,0.384,-316.223,-13.611,54.199
0.097,0.504,0.326,-345.825,-13.000,50.049
0.089,0.503,0.194,-362.915,-12.634,48.035
0.080,0.483,0.137,-384.521,-13.000,45.044
0.064,0.403,-0.110,-439.331,-21.240,38.391
0.052,0.386,-0.281,-452.881,-20.264,39.917
-0.021,0.424,-0.536,-413.757,27.771,57.373
-0.063,0.452,-0.585,-377.136,58.899,65.247
-0.109,0.455,-0.668,-339.783,63.721,63.477
-0.117,0.442,-0.768,-340.210,40.100,56.091
-0.135,0.432,-0.901,-325.806,21.667,40.100
-0.222,0.410,-1.140,-303.345,44.128,32.227
-0.221,0.371,-1.215,-261.597,75.317,19.165
-0.079,0.318,-1.307,-252.136,46.631,17.395
-0.015,0.310,-1.336,-231.934,-58.777,26.794
-0.076,0.290,-1.318,-209.900,-88.318,31.738
-0.136,0.274,-1.270,-166.016,-58.167,23.560
-0.104,0.243,-1.209,-158.508,-30.945,12.390
-0.038,0.226,-1.243,-161.194,-15.320,2.991
0.024,0.207,-1.313,-156.982,-23.315,7.568
-0.007,0.205,-1.307,-133.118,-45.105,15.747
-0.088,0.208,-1.258,-118.835,-44.556,10.681
-0.083,0.198,-1.176,-97.229,-13.245,-5.005
-0.005,0.168,-1.105,-96.375,-8.911,-9.033
0.027,0.166,-1.144,-96.802,-25.940,-3.967
0.008,0.121,-1.206,-88.379,-30.029,0.854
-0.014,0.098,-1.211,-66.711,-22.766,-0.854
0.019,0.071,-1.196,-61.340,-18.494,-6.165
0.079,0.081,-1.194,-59.998,-22.156,-11.475
0.150,0.123,-1.209,-56.030,-26.245,-10.071
0.145,0.135,-1.184,-37.659,-24.536,-7.141
0.122,0.095,-1.094,-32.166,-19.226,-3.479
0.111,0.082,-1.076,-32.349,-10.803,0.916
0.091,0.099,-1.145,-33.020,-5.920,0.000
0.105,0.095,-1.198,-23.987,9.766,-3.174
0.152,0.069,-1.224,-18.005,9.766,-3.174
0.149,0.072,-1.217,-10.376,-2.441,1.770
0.108,0.090,-1.176,-5.859,-4.822,5.005
0.104,0.087,-1.159,-1.831,-9.644,3.784
0.091,0.109,-1.084,-1.465,-9.521,2.686
0.077,0.117,-1.044,-0.610,-6.897,2.258
0.068,0.115,-1.000,-0.854,-5.432,1.831
0.065,0.111,-0.985,-2.686,-4.700,0.183
0.057,0.109,-0.975,-3.723,-5.859,-1.221
0.057,0.107,-0.972,-2.808,-3.723,-2.869
0.070,0.108,-0.970,-2.380,-0.610,-2.686
0.080,0.107,-0.979,-1.160,2.136,-1.587
0.086,0.105,-0.981,-0.305,1.526,-0.916
0.082,0.101,-0.976,-0.244,-0.916,-1.282
0.081,0.084,-0.994,-0.916,0.244,-1.465
0.079,0.083,-1.017,-1.221,5.554,-0.916
0.067,0.093,-1.030,-0.183,5.066,-0.977
0.062,0.092,-1.021,1.221,1.038,-0.366
0.046,0.104,-1.011,1.343,0.488,-0.305
0.047,0.105,-1.004,1.953,0.061,-1.526
0.064,0.094,-1.000,1.404,-0.183,-1.160
0.060,0.100,-1.010,1.038,1.099,-0.122
0.057,0.100,-1.000,1.892,0.732,-0.854
0.066,0.088,-0.987,1.526,-0.977,-1.221
0.068,0.102,-0.991,0.671,0.610,-0.427
0.068,0.108,-0.995,0.610,2.563,-0.305
0.078,0.093,-0.991,1.038,2.808,-1.587
0.077,0.094,-0.993,0.854,3.113,-1.343
0.071,0.103,-0.995,1.709,3.296,-0.793
0.057,0.109,-0.982,2.502,2.136,-1.465
0.056,0.101,-0.974,1.099,2.197,-1.892
0.048,0.112,-0.992,-0.061,4.028,-1.892
0.058,0.115,-1.000,0.183,3.601,-4.028
0.102,0.072,-0.993,-0.366,1.770,-3.845
0.093,0.068,-1.000,-2.686,2.625,0.305
0.056,0.102,-1.027,-1.770,3.601,0.671
0.054,0.106,-1.021,2.747,0.427,-1.465
0.059,0.089,-0.981,3.845,-1.526,-1.770
0.054,0.089,-0.973,1.831,1.099,-0.183
0.050,0.112,-0.991,1.404,3.052,-0.244
0.057,0.119,-0.998,3.967,0.610,-2.502
0.066,0.121,-0.986,5.432,-2.136,-3.479
0.065,0.124,-0.977,6.775,-4.211,-4.150
0.057,0.118,-0.961,7.812,-2.380,-1.892
0.071,0.084,-0.962,3.235,3.967,1.648
0.079,0.073,-1.040,-2.136,5.249,0.305
0.052,0.098,-1.092,-1.160,5.249,-1.343
0.037,0.105,-1.056,2.258,2.075,-2.380

0.006,-0.679,2.109,48.096,-26.611,-55.420
0.075,-0.512,1.818,-63.660,10.254,-7.080
0.154,-0.195,1.219,-104.797,14.648,8.118
0.192,0.050,0.871,-147.705,15.320,19.165
0.215,0.135,0.817,-156.128,14.771,18.127
0.251,0.237,0.802,-174.072,2.014,12.268
0.262,0.259,0.810,-196.777,-10.803,11.780
0.287,0.263,0.820,-210.144,-14.893,14.465
0.306,0.259,0.785,-238.281,-22.644,23.132
0.343,0.303,0.671,-246.521,-22.766,29.968
0.338,0.341,0.644,-253.479,-15.808,43.396
0.291,0.394,0.655,-262.817,-17.151,47.363
0.256,0.406,0.641,-304.871,-33.325,49.561
0.182,0.415,0.493,-327.515,-38.940,47.729
0.174,0.408,0.359,-347.351,-34.790,51.697
0.136,0.465,0.191,-342.895,-24.353,63.721
0.075,0.504,0.162,-349.609,-5.005,84.167
-0.040,0.571,0.014,-369.080,-4.578,83.801
-0.068,0.582,-0.098,-402.100,-17.029,66.406
-0.093,0.567,-0.286,-406.128,-17.883,56.702
-0.092,0.526,-0.358,-410.400,6.531,50.232
-0.120,0.447,-0.565,-416.260,19.714,53.589
-0.127,0.450,-0.689,-410.400,9.155,53.833
-0.091,0.438,-0.880,-395.081,-11.414,48.340
-0.094,0.413,-0.946,-359.436,-18.494,40.649
-0.141,0.328,-1.111,-346.497,-1.404,39.429
-0.162,0.290,-1.236,-327.148,26.489,35.400
-0.117,0.255,-1.465,-311.035,17.700,31.006
-0.086,0.240,-1.531,-257.324,-38.940,25.024
-0.115,0.200,-1.501,-224.060,-60.059,24.353
-0.127,0.177,-1.449,-177.856,-67.627,18.738
-0.107,0.172,-1.403,-166.382,-61.218,12.573
-0.076,0.165,-1.414,-141.174,-38.452,-4.211
0.044,0.197,-1.327,-125.916,-20.813,-11.658
0.093,0.191,-1.235,-99.060,-19.836,0.427
0.073,0.163,-1.181,-94.788,-39.185,8.667
0.051,0.172,-1.198,-93.872,-45.410,10.925
0.033,0.217,-1.183,-89.172,-34.424,9.766
0.036,0.217,-1.159,-74.097,-24.292,5.432
0.057,0.167,-1.138,-70.007,-23.987,3.723
0.066,0.133,-1.165,-70.190,-14.893,3.906
0.077,0.109,-1.240,-68.665,-10.620,3.906
0.070,0.101,-1.287,-54.321,-11.780,0.244
0.073,0.108,-1.296,-43.152,-9.338,-1.404
0.117,0.140,-1.591,-25.391,-36.133,4.089
0.170,-0.073,-1.722,-7.812,-72.388,8.362
0.070,0.020,-1.148,15.259,-43.213,4.761
0.044,0.238,-0.832,5.066,9.338,0.671
0.119,0.218,-0.957,-5.798,36.499,-5.676
0.167,0.142,-1.049,-11.597,5.249,-3.662
0.119,0.131,-1.018,-10.315,-16.785,5.127
0.031,0.149,-0.937,-4.944,-26.489,11.963
0.030,0.160,-0.916,-3.174,-17.883,8.545
0.047,0.162,-0.914,-3.662,5.127,0.488
0.095,0.132,-0.939,-5.554,10.742,-0.977
0.106,0.119,-0.958,-6.470,3.601,-1.648
0.109,0.119,-0.977,-3.479,-1.404,-2.319
0.115,0.116,-0.965,1.892,-1.892,-2.930
0.123,0.105,-0.961,0.916,0.305,-1.892
0.119,0.109,-0.977,-1.953,3.845,1.038
0.091,0.126,-0.991,-1.038,4.333,1.526
0.083,0.128,-0.987,2.319,3.601,-0.183
0.093,0.122,-0.975,3.418,3.418,-1.282
0.101,0.116,-0.973,3.967,4.517,-1.099
0.090,0.108,-0.984,3.601,6.592,0.122
0.075,0.110,-0.996,2.930,9.888,0.610
0.076,0.113,-1.017,2.563,8.484,-0.427
0.087,0.115,-1.021,3.662,3.235,-0.488
0.081,0.126,-1.008,4.761,1.404,0.671
0.072,0.132,-0.994,4.211,0.854,1.526
0.063,0.145,-0.988,2.808,1.709,0.916
0.061,0.151,-0.990,2.014,2.563,-1.465
0.062,0.143,-0.983,2.686,2.319,-2.625
0.069,0.135,-0.976,2.808,1.526,-3.906
0.086,0.129,-0.978,1.831,1.221,-4.211
0.095,0.123,-0.982,0.916,2.380,-3.235
0.103,0.124,-0.992,0.488,3.113,-1.831
0.097,0.135,-0.999,1.038,1.282,-1.404
0.093,0.127,-0.990,2.136,0.549,-1.892
0.098,0.121,-0.983,2.502,0.488,-1.526
0.082,0.145,-0.988,2.014,0.366,0.366
0.070,0.152,-0.990,2.625,0.305,-0.061
0.066,0.144,-0.983,4.639,2.502,-2.380
0.077,0.126,-0.966,3.418,3.967,-2.075
0.074,0.136,-0.977,-0.916,1.831,-1.099
0.060,0.156,-0.995,-0.305,0.610,-2.014
0.059,0.150,-0.989,3.113,1.526,-4.639
0.080,0.127,-0.985,3.174,2.747,-4.700
0.091,0.126,-1.023,0.732,-0.366,-2.197
0.087,0.134,-1.073,2.258,-3.540,-2.014
