aX,aY,aZ,gX,gY,gZ
0.391,-0.221,0.943,-1.526,7.263,14.832
0.344,-0.185,0.943,-1.709,8.240,13.306
0.333,-0.179,0.944,0.305,5.981,6.775
0.337,-0.199,0.964,1.343,3.662,3.418
0.342,-0.213,0.970,1.526,0.854,0.488
0.351,-0.235,0.967,1.648,1.160,0.916
0.355,-0.242,0.957,2.930,1.831,2.502
0.360,-0.252,0.950,4.211,1.404,2.502
0.356,-0.249,0.956,5.310,-0.366,2.686
0.343,-0.243,0.957,4.333,-1.038,2.563
0.340,-0.240,0.953,3.052,-2.258,1.831
0.329,-0.234,0.946,2.869,-2.502,1.709
0.327,-0.236,0.940,2.808,-2.563,1.587
0.324,-0.233,0.929,3.052,-2.808,1.160
0.323,-0.233,0.922,3.235,-3.357,1.099
0.313,-0.227,0.911,3.601,-3.357,2.197
0.302,-0.224,0.908,4.761,-2.502,2.991
0.300,-0.228,0.914,5.676,-0.732,1.404
0.304,-0.229,0.918,3.540,-2.563,0.061
0.301,-0.231,0.920,0.244,-7.019,-1.343
0.299,-0.236,0.934,1.221,-5.798,-1.587
0.302,-0.234,0.937,2.563,-0.061,-0.305
0.285,-0.212,0.923,2.380,1.770,0.610
0.271,-0.205,0.913,3.357,3.052,-1.526
0.295,-0.214,0.905,2.991,1.160,-4.822
0.314,-0.221,0.905,0.122,-5.554,-7.629
0.312,-0.221,0.908,0.854,-4.578,-6.287
0.301,-0.220,0.910,5.676,3.479,-3.662
0.326,-0.239,0.924,6.226,3.662,-4.456
0.347,-0.250,0.931,0.000,-4.456,-4.822
0.356,-0.259,0.926,-1.587,-4.700,-3.235
0.354,-0.264,0.928,1.831,3.174,-0.305
0.362,-0.269,0.941,1.221,4.028,0.916
0.359,-0.266,0.940,-3.662,-0.488,3.967
0.341,-0.251,0.926,-4.089,-0.244,5.249
0.331,-0.242,0.921,-2.563,2.441,6.287
0.309,-0.226,0.913,-2.441,1.221,5.920
0.300,-0.224,0.912,-2.319,-2.136,3.479
0.295,-0.224,0.913,-1.953,-1.526,2.380
0.296,-0.225,0.910,-1.404,0.732,2.197
0.297,-0.226,0.906,-1.160,0.671,2.075
0.305,-0.232,0.906,-1.038,-3.357,0.549
0.315,-0.241,0.918,-0.610,-5.493,0.244
0.312,-0.240,0.925,1.343,-4.272,0.854
0.308,-0.235,0.935,1.648,-2.625,0.916
0.307,-0.229,0.931,-0.977,-2.380,0.732
0.306,-0.222,0.908,-1.587,-2.747,0.366
0.315,-0.226,0.903,0.427,-2.747,-0.977
0.329,-0.227,0.904,1.160,-3.235,-0.977
0.327,-0.226,0.904,1.892,-3.357,-0.549
0.328,-0.233,0.916,2.136,-2.563,-0.427
0.329,-0.234,0.926,0.366,-2.258,1.221
0.325,-0.234,0.930,-0.793,-1.709,2.014
0.326,-0.234,0.923,-1.404,-0.488,2.441
0.321,-0.228,0.917,-1.343,0.183,3.052
0.314,-0.227,0.919,-0.854,-0.366,2.930
0.318,-0.235,0.937,0.427,-0.488,1.709
0.319,-0.237,0.941,0.000,-0.305,2.075
0.315,-0.235,0.937,-2.563,0.244,3.845
0.299,-0.224,0.917,-2.808,0.732,3.784
0.296,-0.222,0.912,-1.465,0.793,2.075
0.295,-0.224,0.910,-1.099,0.122,1.221
0.296,-0.229,0.911,0.000,-0.488,0.000
0.312,-0.241,0.922,-0.366,-0.854,0.183
0.312,-0.239,0.921,-2.808,-1.465,2.319
0.299,-0.229,0.908,-1.953,0.000,2.747

0.392,0.855,1.429,17.273,-7.812,0.488
0.203,0.814,1.374,33.997,-9.705,-29.297
0.144,0.757,1.349,48.645,-10.498,-55.908
0.087,0.639,1.272,77.576,-10.742,-113.403
0.083,0.575,1.200,95.276,7.629,-153.503
0.076,0.456,1.008,99.854,19.592,-164.307
0.038,0.366,0.887,99.182,34.119,-178.040
-0.151,0.036,0.581,95.947,33.875,-185.791
-0.270,-0.214,0.424,92.285,18.799,-207.214
-0.299,-0.794,0.259,87.036,2.380,-210.388
-0.228,-1.023,0.253,51.636,-42.786,-163.513
-0.263,-1.477,0.210,29.663,-47.485,-122.925
-0.375,-1.748,0.180,9.094,-0.488,-64.697
-0.475,-2.353,0.137,6.531,22.339,-63.354
-0.319,-2.636,0.118,0.610,11.292,-105.469
0.315,-2.959,0.260,2.441,-10.803,-116.394
0.536,-2.962,0.382,-3.235,-14.038,-36.865
0.387,-2.482,0.496,-22.522,20.874,50.293
0.027,-2.153,0.396,-75.684,99.304,205.688
-0.587,-1.584,0.074,-97.168,107.300,229.187
-0.654,-1.333,-0.019,-114.014,49.316,182.739
-0.462,-0.937,0.037,-109.192,11.658,148.804
-0.320,-0.806,0.139,-86.426,-24.536,123.291
-0.132,-0.539,0.364,-75.623,-18.982,134.949
-0.074,-0.361,0.446,-56.519,20.508,172.546
0.005,-0.017,0.564,-46.875,34.912,184.265
0.023,0.117,0.622,-34.485,28.076,179.871
0.046,0.304,0.728,-32.349,10.437,165.466
0.106,0.419,0.812,-21.301,-32.776,130.676
0.238,0.740,1.128,-10.010,-49.500,118.591
0.239,0.854,1.302,4.150,-53.040,97.961
0.183,0.868,1.538,1.892,-41.077,80.200
0.186,0.795,1.541,-12.085,-12.695,31.738
0.295,0.579,1.380,-13.794,-3.113,15.442
0.333,0.475,1.317,-5.066,10.071,17.334
0.298,0.321,1.235,-1.404,16.418,24.780
0.274,0.264,1.199,-1.038,17.761,23.804
0.265,0.141,1.154,-3.723,10.010,15.076
0.300,0.060,1.136,-9.277,-3.906,-8.911
0.397,-0.084,1.099,-8.850,-4.456,-14.954
0.413,-0.131,1.074,-7.507,-0.427,-13.611
0.363,-0.114,0.968,-10.803,14.282,-1.221
0.326,-0.089,0.902,-13.000,18.372,1.343
0.310,-0.104,0.836,-7.446,13.184,-7.751
0.342,-0.131,0.845,-2.258,6.226,-15.076
0.408,-0.173,0.893,2.014,-2.991,-19.165
0.424,-0.184,0.898,1.343,-1.099,-15.381
0.433,-0.191,0.885,0.549,8.362,-8.484
0.447,-0.201,0.858,2.136,10.010,-7.202
0.455,-0.204,0.865,5.859,4.395,-5.371
0.453,-0.206,0.904,6.592,1.282,-3.967
0.439,-0.210,0.921,7.385,-0.488,-1.465
0.420,-0.222,0.949,6.409,-0.732,-1.038
0.405,-0.222,0.952,3.479,-1.709,0.610
0.365,-0.219,0.948,4.333,-0.061,1.221
0.366,-0.220,0.951,3.662,1.953,1.099
0.350,-0.200,0.944,0.671,0.000,2.197
0.322,-0.181,0.928,1.465,2.197,2.747
0.299,-0.171,0.910,5.066,5.615,0.244
0.314,-0.175,0.914,3.906,1.831,-4.456
0.309,-0.169,0.898,0.854,-2.747,-4.822
0.291,-0.162,0.885,5.798,-0.244,-6.409
0.304,-0.194,0.892,11.292,3.113,-9.216
0.350,-0.229,0.913,9.644,-3.113,-13.916
0.417,-0.273,0.928,4.639,-9.155,-13.306
0.429,-0.288,0.931,3.601,-7.507,-8.789
0.442,-0.302,0.953,4.700,-2.197,-5.554
0.434,-0.294,0.956,1.953,2.930,1.282
0.412,-0.276,0.947,0.061,2.197,2.808
0.405,-0.266,0.943,-2.258,-0.183,3.357
0.379,-0.248,0.947,-2.502,0.244,4.639
0.366,-0.240,0.948,-3.235,1.770,6.409
0.359,-0.229,0.930,-8.118,3.540,9.094
0.356,-0.219,0.913,-10.620,2.991,9.460
0.355,-0.210,0.894,-10.803,3.052,8.240
0.352,-0.196,0.871,-8.667,3.479,7.141
0.348,-0.191,0.869,-5.066,1.038,4.761
0.340,-0.187,0.876,-3.967,-1.831,3.418
0.335,-0.187,0.883,-2.258,-5.310,1.709
0.329,-0.189,0.895,-1.709,-4.761,1.404
0.327,-0.189,0.898,-1.160,-2.625,1.892
0.318,-0.184,0.905,-0.427,-2.197,1.709
0.313,-0.183,0.909,1.709,-1.892,-1.526
0.316,-0.188,0.917,2.319,-2.014,-3.540
0.323,-0.196,0.920,2.197,-2.014,-5.615
0.347,-0.212,0.920,1.892,-1.465,-5.859
0.361,-0.219,0.921,-0.244,-1.465,-5.493
0.378,-0.227,0.915,-1.648,-1.770,-5.066
0.380,-0.229,0.909,-0.793,0.732,-2.991
0.375,-0.221,0.903,0.000,2.258,-1.343
0.366,-0.215,0.898,0.366,2.075,0.732
0.354,-0.209,0.898,0.977,1.038,0.305
0.353,-0.208,0.906,1.038,-1.038,-0.427
0.347,-0.213,0.918,0.549,-1.099,-0.305
0.348,-0.216,0.920,-0.671,0.732,0.183
0.353,-0.211,0.909,-1.221,1.709,0.793
0.348,-0.205,0.901,-1.038,2.319,1.526
0.342,-0.201,0.897,-0.549,1.526,0.610
0.345,-0.202,0.904,-0.610,-1.770,-2.075
0.352,-0.210,0.909,-0.916,-2.136,-2.014
0.350,-0.214,0.907,0.610,1.587,-0.488
0.351,-0.214,0.907,0.854,2.625,-0.305
0.353,-0.214,0.907,-0.122,1.526,-0.549
0.352,-0.214,0.908,-1.221,-1.038,-1.221
0.352,-0.215,0.910,-0.366,0.122,-1.404
0.352,-0.215,0.910,0.671,2.747,-1.282
0.352,-0.212,0.906,0.854,2.380,-1.160
0.353,-0.212,0.911,-0.061,-0.183,-1.404
0.357,-0.216,0.916,-1.160,-0.854,-1.282
0.357,-0.217,0.915,-2.136,0.427,-0.183
0.354,-0.212,0.906,-1.770,1.831,0.183
0.356,-0.210,0.900,-0.183,3.174,-0.488
0.365,-0.209,0.893,0.061,2.014,-1.160
0.366,-0.210,0.895,0.000,-1.099,-1.770
0.364,-0.212,0.907,0.061,-1.709,-1.526
0.363,-0.214,0.913,0.061,-0.793,0.366
0.354,-0.211,0.919,0.061,0.122,1.160
0.351,-0.208,0.918,-0.183,1.038,0.732
0.352,-0.206,0.912,-0.244,0.610,0.061

-0.375,-2.451,0.147,29.114,19.470,-131.775
0.141,-2.714,0.554,45.654,-2.441,-176.208
0.445,-2.709,0.729,31.799,21.057,-122.314
0.539,-2.513,0.746,16.785,65.186,-41.809
0.293,-2.262,0.625,-36.621,147.461,138.916
-0.348,-1.694,0.289,-68.176,154.236,192.932
-0.580,-1.260,0.059,-112.305,95.154,196.533
-0.538,-1.081,0.050,-114.624,-1.465,144.470
-0.390,-0.876,0.173,-103.271,-31.921,124.756
-0.312,-0.833,0.256,-78.064,-33.691,117.554
-0.109,-0.644,0.425,-71.716,-15.442,131.287
-0.017,-0.503,0.490,-73.303,22.400,175.720
0.036,-0.104,0.540,-76.172,31.921,194.275
0.028,0.132,0.549,-65.308,32.104,191.040
0.086,0.508,0.629,-50.415,22.461,170.471
0.138,0.629,0.742,-14.282,-13.733,114.563
0.230,0.716,1.049,-1.831,-29.114,85.144
0.260,0.698,1.190,8.301,-40.100,43.030
0.290,0.563,1.375,10.010,-36.865,33.936
0.296,0.512,1.424,10.620,-29.297,30.457
0.260,0.447,1.391,9.888,-7.263,28.381
0.255,0.471,1.367,11.414,1.648,24.414
0.246,0.494,1.345,11.475,6.958,11.780
0.261,0.393,1.237,7.568,6.042,2.563
0.301,0.294,1.156,0.366,4.700,-10.986
0.393,0.115,1.011,-0.122,5.127,-11.230
0.418,0.055,0.958,5.432,8.240,-7.446
0.430,-0.045,0.911,9.094,9.521,-6.165
0.422,-0.074,0.908,8.789,3.601,-2.930
0.363,-0.100,0.905,6.714,-1.282,-1.038
0.331,-0.114,0.907,6.775,-2.319,-5.432
0.321,-0.152,0.898,8.240,0.793,-10.193
0.345,-0.184,0.894,9.827,3.479,-13.611
0.394,-0.223,0.898,6.592,1.282,-11.230
0.399,-0.231,0.883,0.732,-0.916,-5.554
0.409,-0.239,0.873,2.502,-0.244,-4.883
0.411,-0.239,0.884,6.409,-1.160,-3.357
0.401,-0.249,0.896,6.958,-1.770,-1.831
0.398,-0.256,0.898,6.226,-2.380,3.967
0.364,-0.234,0.899,5.493,-2.686,7.263
0.344,-0.221,0.903,7.019,-2.380,6.653
0.340,-0.215,0.921,8.179,-3.052,3.723
0.345,-0.219,0.934,8.972,-4.272,1.648
0.350,-0.225,0.967,8.667,-4.211,1.221
0.350,-0.221,0.974,6.653,-2.686,1.770
0.347,-0.214,0.967,3.967,0.610,2.625
0.341,-0.206,0.951,5.310,1.587,2.075
0.350,-0.211,0.958,6.409,-0.977,-1.770
0.360,-0.217,0.963,5.249,-3.784,-3.418
0.361,-0.223,0.963,5.127,-3.784,-3.784
0.366,-0.234,0.973,5.127,-1.282,-2.197
0.357,-0.228,0.969,2.502,2.563,1.404
0.354,-0.226,0.938,1.282,2.686,1.160
0.359,-0.227,0.928,-0.916,-0.671,0.000
0.354,-0.238,0.915,-1.038,-0.854,0.000
0.359,-0.247,0.915,-1.038,1.221,0.244
0.355,-0.251,0.908,-1.892,1.404,1.282
0.347,-0.252,0.898,-2.136,2.380,2.380
0.347,-0.251,0.884,-2.747,1.648,2.014
0.340,-0.246,0.877,-3.540,-3.296,1.526
0.320,-0.242,0.884,-1.709,-3.906,0.977
0.322,-0.242,0.896,1.099,-1.526,1.038
0.310,-0.232,0.899,0.793,-1.038,2.258
0.298,-0.226,0.893,1.648,-0.183,2.502
0.293,-0.225,0.902,2.441,-0.244,1.038
0.292,-0.224,0.909,2.563,-1.038,-0.427
0.301,-0.234,0.916,2.136,-1.892,-2.441
0.317,-0.240,0.922,2.014,-2.258,-3.113
0.329,-0.242,0.930,1.526,-2.502,-2.319
0.339,-0.238,0.937,1.038,-0.916,-1.343
0.342,-0.235,0.927,-0.793,2.686,-1.099
0.354,-0.233,0.904,-1.099,2.869,-1.465
0.361,-0.236,0.904,-0.671,1.526,-0.916
0.364,-0.232,0.911,-0.732,1.404,-0.061
0.361,-0.229,0.908,-0.732,1.892,0.916
0.368,-0.232,0.913,-0.732,0.977,0.854
0.370,-0.239,0.920,-1.770,-1.953,1.587
0.360,-0.248,0.936,-1.770,-1.892,2.625
0.349,-0.248,0.945,-1.282,0.854,4.150
0.334,-0.245,0.949,-1.465,2.258,4.395
0.334,-0.243,0.943,-3.723,2.747,3.784
0.334,-0.235,0.920,-5.493,2.014,3.723
0.329,-0.230,0.906,-5.310,2.502,3.601
0.328,-0.219,0.896,-4.028,3.113,3.235
0.326,-0.213,0.892,-3.601,2.075,2.930
0.318,-0.203,0.880,-3.235,1.221,2.441
0.317,-0.202,0.880,-2.441,0.427,1.465
0.316,-0.205,0.891,-0.061,-0.793,-0.366
0.318,-0.209,0.897,0.916,-0.977,-1.221
0.336,-0.225,0.909,1.587,-2.441,-3.174
0.346,-0.237,0.916,1.831,-3.845,-3.784
0.361,-0.253,0.930,1.953,-3.296,-3.174
0.362,-0.254,0.931,1.709,-2.319,-2.197
0.355,-0.244,0.923,0.366,-0.916,-0.488
0.351,-0.239,0.918,-0.427,-0.854,0.305
0.346,-0.232,0.915,-1.465,-0.549,1.465
0.337,-0.216,0.906,-1.648,-0.122,1.221
0.335,-0.210,0.901,-1.221,-0.549,0.000
0.333,-0.208,0.900,-0.732,-0.916,-0.671
0.336,-0.211,0.904,0.244,-0.427,-1.099
0.336,-0.215,0.909,0.305,0.366,-0.488
0.334,-0.212,0.909,-0.916,1.465,1.038
0.334,-0.208,0.902,-1.587,1.160,0.732
0.337,-0.210,0.901,-0.916,0.244,-1.099
0.344,-0.219,0.905,0.000,0.305,-1.465
0.346,-0.223,0.905,0.732,0.671,-1.038
0.349,-0.229,0.902,0.427,0.183,-0.671
0.348,-0.231,0.903,0.549,-0.183,0.305
0.345,-0.234,0.917,0.732,-0.061,0.916
0.340,-0.233,0.923,0.305,-0.610,1.038
0.339,-0.240,0.929,0.305,-0.793,0.366
0.340,-0.242,0.932,0.305,-0.183,0.000
0.334,-0.236,0.927,0.061,0.671,0.366
0.331,-0.231,0.918,-0.183,2.014,1.221
0.327,-0.226,0.908,-0.427,1.892,1.404
0.326,-0.225,0.905,-1.526,0.244,1.404
0.326,-0.224,0.902,-1.770,-0.732,1.038
0.327,-0.224,0.902,-1.465,-1.343,0.366
0.330,-0.226,0.910,0.427,-1.343,-1.038

0.599,0.978,1.527,4.333,-2.869,6.592
0.573,1.213,1.591,3.357,-5.676,20.142
0.311,1.688,1.619,4.272,0.122,29.846
0.136,1.805,1.534,17.334,25.208,13.123
-0.209,1.622,1.142,31.128,30.701,-22.888
-0.459,1.075,0.696,67.932,1.648,-134.949
-0.580,0.712,0.520,111.816,-52.368,-246.887
-0.638,-0.201,0.350,130.127,-69.946,-279.846
-0.626,-0.621,0.312,136.475,-79.834,-270.874
-0.654,-1.391,0.123,130.493,-64.270,-245.911
-0.747,-1.770,0.007,114.319,-21.545,-222.412
-0.901,-2.546,-0.142,104.614,-14.038,-245.422
-0.788,-2.952,-0.100,104.248,-59.204,-324.402
-0.053,-3.562,0.335,121.948,-87.097,-348.083
0.464,-3.581,0.574,159.363,-13.184,-263.672
1.075,-3.081,0.530,149.902,93.384,-132.935
0.842,-2.734,0.317,113.159,186.890,32.104
-0.401,-2.026,-0.028,-4.639,206.787,292.358
-0.880,-1.719,-0.170,-59.692,155.579,324.829
-1.112,-1.218,-0.320,-122.803,17.883,235.352
-1.008,-1.036,-0.276,-126.587,-42.786,171.082
-0.615,-0.759,0.013,-90.210,-86.365,93.140
-0.399,-0.616,0.184,-67.505,-71.716,90.637
-0.124,-0.307,0.482,-41.565,-21.790,132.507
-0.037,-0.175,0.604,-39.734,-2.258,158.325
0.085,0.138,0.838,-61.584,7.812,193.909
0.115,0.266,0.883,-76.843,11.047,195.068
0.237,0.381,0.895,-87.219,15.686,169.312
0.253,0.415,0.943,-79.956,3.357,155.273
0.266,0.455,1.044,-46.021,-26.306,123.901
0.360,0.603,1.396,-27.588,-34.241,108.337
0.336,0.629,1.542,-19.470,-32.654,88.318
0.242,0.533,1.571,-28.931,-20.508,72.632
0.241,0.448,1.450,-42.969,3.967,38.391
0.284,0.276,1.157,-37.048,9.094,29.297
0.286,0.228,1.082,-8.362,16.602,22.888
0.249,0.166,1.039,2.502,18.311,19.287
0.238,0.122,1.036,7.629,7.141,-0.061
0.288,-0.009,1.027,4.578,-2.991,-11.902
0.321,-0.081,1.019,-0.732,-15.442,-21.423
0.351,-0.180,1.000,0.305,-13.062,-18.738
0.353,-0.200,0.998,6.592,0.671,-12.268
0.363,-0.241,0.987,8.057,4.211,-12.695
0.384,-0.271,0.991,5.859,-2.258,-18.677
0.420,-0.314,1.011,3.235,-6.592,-20.020
0.423,-0.325,1.010,-1.648,-2.930,-13.916
0.407,-0.320,0.977,-4.456,3.113,-7.629
0.385,-0.299,0.946,-11.414,10.498,2.502
0.340,-0.261,0.873,-13.000,10.254,3.235
0.328,-0.254,0.854,-9.521,4.272,-3.235
0.333,-0.263,0.859,-6.531,0.183,-7.202
0.350,-0.285,0.875,-2.930,-5.493,-10.437
0.373,-0.315,0.925,-3.235,-5.432,-7.812
0.362,-0.311,0.938,-5.371,0.061,0.977
0.323,-0.295,0.934,-5.249,3.357,2.869
0.314,-0.286,0.926,-5.920,5.249,0.305
0.317,-0.265,0.895,-7.019,4.028,-1.404
0.322,-0.259,0.883,-7.385,2.563,-2.258
0.322,-0.252,0.894,-5.554,1.282,-0.854
0.315,-0.247,0.901,-4.578,2.441,0.732
0.310,-0.240,0.902,-5.188,5.127,1.831
0.301,-0.220,0.885,-5.859,5.127,0.854
0.302,-0.216,0.872,-4.395,5.859,-3.235
0.336,-0.228,0.856,-3.174,5.981,-5.249
0.349,-0.231,0.852,-2.197,4.578,-5.005
0.351,-0.239,0.839,-1.038,4.883,-3.967
0.358,-0.246,0.836,1.648,3.967,-5.066
0.372,-0.251,0.840,1.587,0.244,-5.981
0.364,-0.252,0.847,4.578,-4.089,-5.005
0.343,-0.264,0.880,8.240,-2.930,-4.211
0.347,-0.273,0.902,9.216,-3.784,-3.784
0.338,-0.273,0.925,6.287,-6.104,-2.563
0.320,-0.265,0.926,6.042,-3.357,0.427
0.282,-0.247,0.930,8.545,0.793,0.977
0.274,-0.250,0.933,11.230,2.319,-2.930
0.299,-0.265,0.952,9.033,-1.038,-5.920
0.311,-0.272,0.954,2.869,-4.211,-7.080
0.316,-0.283,0.934,2.808,-0.977,-5.920
0.319,-0.292,0.924,4.333,3.235,-5.249
0.357,-0.305,0.920,3.052,3.662,-6.897
0.372,-0.306,0.910,-1.526,0.061,-6.653
0.371,-0.305,0.882,-4.333,-0.488,-2.197
0.367,-0.303,0.881,-1.343,2.869,0.000
0.363,-0.295,0.887,1.892,3.845,1.831
0.345,-0.282,0.899,1.038,0.977,1.709
0.340,-0.280,0.905,0.122,-2.197,0.916
0.333,-0.281,0.920,0.488,-1.709,1.160
0.327,-0.281,0.927,-0.610,-1.770,2.197
0.322,-0.272,0.935,-1.770,-2.563,2.075
0.325,-0.265,0.933,-2.808,-2.625,2.380
0.328,-0.255,0.917,-2.930,-1.953,2.991
0.329,-0.256,0.905,-2.502,-2.869,2.319
0.336,-0.263,0.898,-1.892,-4.639,1.221
0.340,-0.270,0.898,-1.099,-5.676,0.244
0.345,-0.279,0.893,-1.038,-4.822,0.916
0.340,-0.277,0.887,-1.160,-4.639,2.869
0.319,-0.273,0.885,-0.488,-5.249,2.869
0.315,-0.275,0.891,1.587,-5.005,2.075
0.308,-0.279,0.903,2.014,-4.272,2.075
0.306,-0.283,0.905,1.404,-3.113,2.014
0.311,-0.287,0.906,0.122,-3.174,2.014
0.313,-0.290,0.899,-1.770,-2.197,2.930
0.310,-0.286,0.888,-1.221,-0.916,3.357
0.307,-0.281,0.890,-0.183,0.732,3.723
0.302,-0.273,0.892,-0.854,0.732,3.357
0.304,-0.271,0.890,-1.892,0.549,2.380
0.306,-0.270,0.890,-1.526,0.732,2.258
0.305,-0.270,0.893,-0.732,1.160,2.258
0.307,-0.268,0.899,0.549,1.465,1.404
0.309,-0.268,0.901,0.916,1.038,0.977
0.310,-0.271,0.905,0.916,-0.061,0.427
0.316,-0.279,0.915,0.549,-0.488,0.244
0.317,-0.280,0.917,0.671,-0.793,0.488
0.316,-0.282,0.923,0.854,-0.732,0.305
0.319,-0.282,0.926,-0.793,-1.831,-0.610
0.321,-0.280,0.918,-1.099,-1.892,-0.732
0.320,-0.280,0.912,0.610,0.732,-0.610
0.327,-0.279,0.901,0.610,0.854,-0.427
0.328,-0.275,0.896,-1.160,-2.197,0.549

0.467,1.042,1.399,35.889,2.075,-13.916
0.365,1.214,1.473,73.730,1.892,-29.419
0.148,1.296,1.523,90.576,0.977,-51.270
0.104,1.251,1.483,109.070,-5.310,-116.455
0.039,0.991,1.278,111.450,-10.193,-151.123
-0.160,0.445,0.920,107.300,-27.710,-216.675
-0.288,0.086,0.721,110.596,-45.532,-281.433
-0.328,-0.785,0.461,108.765,-56.885,-296.753
-0.238,-1.132,0.431,59.326,-100.525,-234.985
-0.343,-1.580,0.313,27.405,-97.961,-174.866
-0.496,-1.808,0.179,3.174,-1.587,-89.966
-0.763,-2.122,-0.076,4.211,43.335,-81.116
-0.749,-2.262,-0.126,17.029,39.124,-139.526
-0.287,-2.574,0.097,31.677,0.244,-184.998
0.081,-2.631,0.270,73.792,-12.085,-194.397
0.578,-2.502,0.356,87.402,41.443,-130.432
0.559,-2.370,0.304,62.256,142.578,79.468
-0.099,-2.048,0.259,22.400,138.428,176.147
-0.525,-1.891,0.216,-69.580,84.473,261.169
-0.915,-1.543,0.062,-100.159,59.570,248.108
-0.889,-1.358,0.021,-119.690,8.423,188.110
-0.604,-1.038,0.107,-116.150,-9.399,166.992
-0.414,-0.921,0.199,-103.027,-6.836,164.917
-0.117,-0.592,0.428,-96.619,14.282,183.838
-0.030,-0.366,0.531,-87.036,61.157,236.267
0.017,-0.002,0.627,-85.327,72.571,249.695
0.031,0.165,0.658,-75.256,57.983,227.112
0.080,0.460,0.789,-62.744,33.386,196.838
0.124,0.523,0.900,-47.119,5.859,160.522
0.174,0.498,1.003,-28.198,-36.316,95.520
0.310,0.425,1.153,-29.297,-44.983,76.599
0.332,0.413,1.153,-33.875,-31.189,72.998
0.254,0.519,1.087,-25.757,-12.390,74.036
0.202,0.617,1.084,6.897,21.484,48.401
0.150,0.640,1.069,18.127,21.912,23.682
0.173,0.573,1.075,23.254,-11.353,-24.292
0.271,0.354,1.090,21.301,-28.198,-36.987
0.314,0.250,1.099,23.010,-29.358,-38.452
0.385,0.090,1.105,26.978,-17.212,-33.325
0.418,0.024,1.092,27.588,1.770,-20.081
0.416,-0.065,1.039,24.109,2.686,-14.038
0.394,-0.092,1.010,21.912,-0.061,-11.536
0.373,-0.147,0.961,23.682,-0.427,-15.137
0.368,-0.182,0.942,28.564,0.305,-27.100
0.400,-0.272,0.920,28.442,-1.526,-32.837
0.429,-0.311,0.922,25.269,-5.798,-35.217
0.456,-0.369,0.921,14.771,-11.963,-27.100
0.459,-0.395,0.911,11.475,-8.911,-19.653
0.476,-0.428,0.875,10.315,3.235,-9.277
0.484,-0.437,0.851,10.803,5.554,-7.446
0.489,-0.438,0.839,12.817,-0.122,-6.958
0.501,-0.448,0.860,13.367,-4.150,-6.348
0.501,-0.453,0.884,9.644,-9.155,-1.038
0.470,-0.439,0.915,6.226,-9.705,3.418
0.436,-0.423,0.922,1.221,-7.812,11.230
0.364,-0.376,0.925,0.549,-6.104,13.184
0.334,-0.349,0.923,1.282,-3.052,13.184
0.286,-0.309,0.901,1.831,-2.014,10.254
0.288,-0.307,0.884,0.549,-4.639,1.221
0.325,-0.325,0.867,-0.732,-8.484,-1.343
0.340,-0.337,0.873,-0.244,-10.010,-0.305
0.349,-0.342,0.894,0.916,-7.019,1.953
0.342,-0.334,0.896,1.953,-0.916,4.761
0.330,-0.333,0.885,2.075,-0.244,4.211
0.335,-0.339,0.890,1.038,-5.188,1.038
0.329,-0.344,0.914,0.305,-7.202,-0.366
0.325,-0.348,0.916,0.793,-4.089,-2.869
0.344,-0.353,0.913,-0.549,-3.174,-3.113
0.343,-0.347,0.904,-5.615,-3.540,0.488
0.327,-0.342,0.865,-4.761,-1.099,2.136
0.335,-0.342,0.860,-0.610,1.526,1.587
0.340,-0.333,0.865,-1.282,-0.427,1.221
0.329,-0.323,0.857,-1.038,0.488,2.014
0.314,-0.315,0.840,1.953,3.357,1.343
0.321,-0.318,0.847,3.113,1.282,-2.136
0.322,-0.323,0.852,0.793,-2.197,-2.502
0.312,-0.319,0.839,3.357,0.610,-1.160
0.307,-0.325,0.823,7.080,4.211,-0.916
0.319,-0.337,0.829,6.836,-1.648,-2.869
0.329,-0.355,0.846,4.456,-7.874,-4.150
0.328,-0.361,0.860,4.639,-10.559,-4.883
0.329,-0.369,0.894,9.155,-5.432,-4.272
0.327,-0.373,0.899,8.545,-3.418,-2.869
0.324,-0.383,0.890,4.700,-4.150,-0.549
0.331,-0.389,0.893,4.944,-4.028,-0.854
0.341,-0.394,0.906,5.432,-4.333,-1.587
0.348,-0.392,0.927,3.357,-5.188,-0.610
0.336,-0.375,0.915,-0.977,-4.028,2.380
0.329,-0.363,0.904,-2.075,-2.686,3.662
0.322,-0.352,0.893,-3.540,-1.831,3.662
0.314,-0.340,0.867,-3.723,-2.258,2.380
0.313,-0.341,0.858,-1.343,-3.723,-0.122
0.313,-0.347,0.865,0.366,-4.333,-0.488
0.312,-0.351,0.875,1.160,-4.211,0.488
0.312,-0.356,0.891,0.427,-2.991,1.404
0.310,-0.354,0.894,-1.953,0.488,3.113
0.309,-0.353,0.886,-2.930,1.770,3.357
0.311,-0.350,0.885,-3.723,2.014,2.563
0.320,-0.343,0.881,-4.150,1.892,2.136
0.322,-0.338,0.876,-4.395,3.235,2.808
0.321,-0.329,0.870,-4.089,3.906,2.991
0.319,-0.328,0.869,-4.150,2.502,1.953
0.314,-0.332,0.864,-3.662,1.770,1.099
0.321,-0.338,0.868,-2.075,2.075,0.427
0.329,-0.343,0.870,-2.441,2.075,1.221
0.323,-0.341,0.864,-1.282,3.235,2.075
