8.69	-4.75	3.33	3.18	-2.38	4.48	-0.46	-7.13	-5.66	-1.82	-0.56	-1.62	2.12
7.99	-6.42	1.87	-1.51	-6.66	0.89	0.36	-9.27	-8.70	-4.23	-2.09	-5.29	-6.69
6.82	-9.14	5.04	-0.21	-0.04	2.89	3.23	-1.59	-4.85	-2.03	0.31	-1.17	-7.02
2.98	-5.30	3.97	-3.28	-2.90	2.60	-1.21	-5.58	-5.98	-0.42	1.01	0.09	-6.22
17.87	-27.93	11.69	-6.24	-3.08	11.08	-14.50	1.44	-3.10	-16.17	5.14	2.02	-3.80
-14.24	-19.01	-1.25	5.59	-1.18	2.95	-0.17	-2.30	-1.67	-3.18	3.09	5.58	-2.56
4.67	-15.97	5.40	-5.09	-2.75	7.96	-6.49	4.52	-1.66	-12.48	-0.14	6.44	-3.24
19.28	-23.84	14.22	-6.28	-0.86	11.25	-10.22	4.29	-5.38	-16.31	3.29	5.91	-4.67
37.95	-36.70	20.32	-7.82	-1.05	9.25	-16.34	0.69	-6.04	-14.62	4.91	4.65	-6.07
36.11	-32.39	17.88	-7.30	-3.62	6.86	-16.17	-2.63	-4.71	-12.86	5.71	3.09	-4.05
30.46	-27.86	17.71	-7.78	-5.13	4.04	-16.27	-1.44	-4.49	-9.75	5.93	2.19	-4.63
29.15	-23.60	11.32	-8.03	-3.25	2.71	-15.26	-4.66	-4.05	-4.69	5.20	0.82	-2.83
17.65	-24.72	10.16	-8.95	-5.36	-0.79	-9.89	-4.85	2.40	2.36	5.63	3.93	-0.62
18.28	-25.23	9.37	-8.71	-6.26	0.89	-13.85	-9.01	-1.92	-3.03	0.46	-0.87	-5.13
21.22	-27.89	14.12	-6.04	-4.04	-2.71	-19.01	-5.68	-3.24	1.99	2.85	2.99	-0.85
20.17	-29.44	15.66	-7.51	-2.96	-0.84	-18.66	-7.86	-1.57	1.05	1.78	3.36	-0.89
16.00	-32.03	19.42	-9.25	-2.91	-1.06	-18.01	-6.20	-2.85	-2.38	3.83	-0.03	2.01
16.32	-35.75	23.19	-8.22	-1.84	-1.03	-17.08	-5.02	-3.91	-1.50	1.80	0.35	1.37
15.26	-35.94	23.38	-7.29	-1.20	-0.94	-15.61	-5.17	-3.93	-0.80	1.73	-1.57	0.57
19.33	-35.50	23.01	-5.50	-1.58	-0.03	-14.61	-6.39	-3.87	-2.10	2.12	-1.06	-0.65
10.37	-28.11	18.28	-0.42	-1.93	3.46	-12.12	-3.52	-2.39	-1.07	2.80	0.91	-0.90
15.86	-27.70	23.89	-4.90	0.77	2.47	-17.38	-7.64	-4.95	-2.50	3.93	-4.60	-6.82
12.46	-27.56	8.04	1.57	-1.23	11.68	-6.91	-1.67	0.35	-3.39	5.96	-0.08	-3.39
13.34	-20.74	8.46	-8.19	-0.47	7.16	-3.68	-2.48	-3.95	-1.15	5.44	3.55	-4.50
7.27	-16.10	6.18	-2.86	-0.75	9.41	-0.34	-0.66	-0.38	-0.85	10.46	5.61	-1.46
-1.99	-16.87	3.11	-3.95	0.89	11.22	1.38	-0.77	-1.12	0.53	8.20	2.62	-3.11
4.76	-14.83	4.45	-5.06	-0.49	11.00	0.72	-2.19	-1.94	0.25	6.69	1.34	-2.06
1.25	-7.54	4.27	-0.30	-1.46	9.23	3.41	-1.27	0.58	-0.98	3.59	2.43	-2.97
-2.37	-0.01	6.35	3.05	-3.62	10.28	4.68	0.30	3.33	1.03	2.83	-1.12	-9.81
-5.86	1.77	2.43	1.87	0.61	1.49	0.92	0.38	0.61	0.06	-0.70	-1.02	-0.23
-0.02	8.74	2.24	3.77	-1.68	3.93	4.25	-0.25	-0.36	-0.70	-1.70	-3.51	-3.91
-27.52	-0.15	-1.57	-2.90	1.03	-2.08	4.89	-5.08	-0.76	-3.10	-4.28	-1.12	-1.52
-26.95	6.14	0.64	3.60	2.22	4.73	5.76	-2.95	0.76	0.27	-1.46	0.18	-2.56
-31.90	-4.28	1.15	3.83	3.82	3.95	4.54	-6.16	0.94	1.20	-3.65	-5.14	-1.51
-26.98	2.24	-3.85	4.06	-2.04	-1.49	4.27	-4.55	-1.92	2.71	-3.73	-1.77	-1.50
-18.50	-3.47	-1.76	4.71	6.16	2.17	1.95	-2.56	-3.09	-0.24	-1.71	-0.01	-2.74
-10.43	-1.74	6.53	3.89	0.47	4.68	-0.14	0.10	-1.87	-3.57	1.76	1.58	-4.95
-4.62	4.92	3.91	2.32	-0.47	0.65	0.71	3.25	-0.02	-0.83	4.03	0.41	-2.77
5.54	-2.37	4.44	5.20	0.33	6.14	0.23	4.49	-2.58	-3.43	1.49	-6.15	-8.58
6.63	-0.38	4.44	3.97	0.15	6.44	-1.11	1.38	-2.31	-3.22	-0.38	-4.62	-6.34
5.52	-2.53	5.07	-2.94	1.53	5.83	-0.79	-5.91	-6.57	-0.64	1.51	-4.45	-4.44
6.20	-9.34	0.65	1.31	1.02	3.26	0.94	0.73	0.21	2.62	1.16	-2.34	-4.70
8.11	-3.26	2.05	2.74	-0.82	2.83	-1.62	5.40	2.00	-0.27	-0.99	-2.41	-4.56
2.17	-7.40	0.23	5.64	1.23	4.26	2.67	3.69	-1.33	-0.67	-2.05	-4.75	-10.49
5.10	-0.75	3.43	6.58	2.01	0.51	0.16	3.80	0.56	-3.61	0.61	-2.08	-4.10
-9.05	0.69	4.96	7.35	4.32	5.53	2.79	4.63	1.31	-5.53	-3.04	0.61	0.32
6.58	-2.87	8.36	5.44	-1.36	3.40	-2.06	2.71	3.82	-5.52	-7.66	1.21	-6.31
